20		
618.7857148	640.9797792	3
699.6166629	334.7578691	3
307.3809625	749.9198495	3
240.5483975	652.0047734	3
527.9701972	329.6497219	3
410.3646584	610.0835993	3
313.1016597	154.4031635	3
571.0961702	713.5152377	3
463.818185	250.6463041	3
457.802241	167.0585912	3
516.6536624	714.7773187	3
408.4681119	309.0079544	3
360.3104638	540.7658535	3
3.538125162	51.18219111	3
480.8596157	213.3359419	3
121.9100788	371.6590885	3
489.6550931	257.7465209	3
345.3696049	575.0951223	3
237.4757188	141.5316744	3
5.949568845	127.0565703	3
